sequenceID,sum_diff,autocorr,mean_diff,abs_skewness,count,max_diff,kurtosis,variance,mean,std_deviation,unique_count,max_value,range_value,iqr,percentile_75,percentile_25,percentile_50,median,min_diff,min_value
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr7:100606043-130154523,1350364,0.9710554117048708,1.066676145676584,1.6673542446452088,1265956,7,3.323452756871467,20.911561395608054,4.992596899102338,4.572916071349665,47,46,46,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr8:86726451-142766515,2385886,0.9666644232399808,1.064093038108482,1.8376546289309108,2242179,7,4.30804077146068,18.028654335077604,4.556282526952576,4.2460162900155725,43,42,42,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr9:92678796-133073060,1939308,0.9728998153484798,1.0696396344718948,1.4137216459081652,1813049,8,2.196580546734848,22.52213638335456,5.462310726295869,4.745749296302383,44,44,44,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr10:18024675-38818835,1442519,0.9870380022579912,1.0650243235800294,1.5719182189503904,1354448,7,2.551500476339333,46.49765118247493,7.439819764213908,6.818918622661142,57,56,56,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr10:51448845-125869472,5197483,0.987466044427126,1.06663455636374,1.4429077462996325,4872788,9,1.9889541723896689,48.298424302086445,7.711883833238795,6.949706778137222,61,60,60,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516,2477431,0.9892585487435284,1.0661064664439293,1.6158579281849634,2323813,9,2.443248502588162,56.29538301123632,7.571585579390424,7.503024924071378,71,71,71,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr12:37856694-109373470,5351562,0.9889169188413394,1.0691342140960662,1.478241998261255,5005511,12,1.9750035105247723,55.00771309676885,8.053736571550838,7.416718485743466,70,69,69,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr12:7239876-34856694,1998814,0.9880628847573792,1.065559036077781,1.8594358300187337,1875837,8,4.237278684353748,50.57232517582371,7.518564779349165,7.11142216267771,71,70,70,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr13:19020000-86760324,4568072,0.9873508127801326,1.0639635090491373,1.7241417299608588,4293449,32,3.152583781299894,47.52432840095942,7.1839884437895964,6.893789117818982,75,74,74,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr14:19000000-107289540,6596336,0.9884436604491844,1.070091650725341,1.3875005281695572,6164273,19,2.115565153632689,52.88940898030541,8.213309501379968,7.272510500529058,118,134,134,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr15:29209443-82829645,4288301,0.988493939308551,1.073334002451375,1.175086088398822,3995310,10,1.1537742201233805,53.57766662019882,8.828492907934553,7.319676674566905,76,76,76,10.0,13.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr16:46385801-88389383,2919511,0.9998747680763532,1.1305058467009643,16.452284534344273,2582483,63,328.0522404310548,8263.495816616525,15.530899912990714,90.90377229035396,2536,2968,2968,9.0,12.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr17:34725848-62410760,2531165,0.9894614290267476,1.0803477033117264,1.0685616070142292,2342918,18,1.0799903288039396,59.621757594386,9.923794601432911,7.72151264937033,70,69,69,11.0,15.0,4.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr17:62460760-77546461,1168610,0.988562641512448,1.0720858248458305,1.3411428380122363,1090035,8,2.007303818492947,53.726973143438784,8.635899764686455,7.329868562494063,74,74,74,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr18:18510898-52059136,1999209,0.997644029004462,1.0667306602580588,44.33879575796507,1874147,65,2828.33430185828,279.71406889454767,6.982394123833402,16.724654522427294,737,1343,1343,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr1:3995268-13052998,666470,0.9858221337332868,1.070615619643669,1.0648506576164332,622512,8,0.8770331622951031,43.15937551398685,8.322972087285065,6.569579553821298,48,47,47,9.0,12.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr2:21178113-87668206,5099713,0.9886156379291732,1.0711882456729962,1.341163251162832,4760801,11,1.581381811795224,53.837696448562085,8.366082934363357,7.337417559915892,70,69,69,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr3:60000-66170270,4922153,0.9876826106194976,1.068429919188661,1.3637298369171862,4606904,13,1.68213519190844,49.38087397769208,7.996939593271316,7.027152622342286,72,71,71,9.0,12.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr4:75452279-191044276,7567525,0.9856121226486884,1.0604782401234312,2.13757171280091,7135956,10,9.893654804280905,41.36807179477543,6.623149722335732,6.431801597902055,169,197,197,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr6:95830543-157559467,4632974,0.9870468321891396,1.0655847765651911,1.6640429329655055,4347824,11,3.0145370671034546,46.585908408719376,7.519059189148411,6.825387051934811,64,63,63,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr7:100606043-130154523,2129693,0.9873743581448524,1.065760922871824,1.6400888834345162,1998285,8,2.8682564206765035,47.83146185621911,7.490443555348712,6.9160293417696765,67,66,66,7.0,10.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr8:86726451-142766515,3739918,0.9855208298399142,1.0613676959131908,1.8226166838826428,3523679,12,3.867799870222625,41.19989849835736,6.812644965673661,6.418714707662069,70,69,69,6.0,9.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr9:92678796-133073060,2955970,0.9872420541163888,1.068447092536554,1.388808861529984,2766605,9,2.114556490176596,47.68017418672163,7.992378745791322,6.905083213598633,69,68,68,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr10:18024675-38818835,1234870,0.9828210416683012,1.181725443361162,1.920834486042898,1044973,11,4.604137830031234,47.406755440954186,6.96309091239678,6.885256381642893,63,62,62,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr10:51448845-125869472,4621920,0.9851799508273714,1.18441101567437,1.7589246357915451,3902295,12,3.611770974778621,55.3181038663484,7.599345257085894,7.437614124593209,70,69,69,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr11:96437584-134946516,2261552,0.9872013018433028,1.1857833015768484,1.823459365871119,1907223,12,3.5598499083506074,64.26794674681338,7.64533984751652,8.016729180084193,71,70,70,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr12:37856694-109373470,4410542,0.9864263525652328,1.1858957588598515,1.843105609253435,3719166,14,3.9630135207321175,60.62155498740752,7.704918253178266,7.78598452267968,72,71,71,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr12:7239876-34856694,1606307,0.9830582802135776,1.180053848951121,2.1471878871829606,1361216,10,6.304460199635793,47.887424488678434,6.814781783346655,6.920074023352528,87,87,87,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr13:19020000-86760324,3707363,0.9827190998801691,1.1779824949939852,2.0979731796421333,3147215,21,5.73426343241521,46.71007387488181,6.6210659265414025,6.834476854513578,78,77,77,7.0,9.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr14:19000000-107289540,5754074,0.9866846620497371,1.187856194867016,1.705675965563862,4844084,16,3.597221075599288,62.064119078980745,8.139980644431434,7.87807838746104,114,124,124,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr15:29209443-82829645,3888736,0.986651258902302,1.1906107736617426,1.5013234956362318,3266170,12,2.525718082021932,62.25922532326386,8.697397257338105,7.890451528478193,73,72,72,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr16:46385801-88389383,2993775,0.9998718034602454,1.2720987467568392,14.971679944300073,2353415,62,271.97819132604184,11216.978319988297,18.27489881725068,105.91023708777304,2681,3541,3541,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr17:34725848-62410760,2328421,0.9891002476402272,1.200771593478225,1.3147552504479052,1939105,18,1.9379320650872176,78.06717322748383,10.322258464600935,8.835562983052288,86,86,86,11.0,15.0,4.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr17:62460760-77546461,1105759,0.9876161753444296,1.1942518692603206,1.4981847167757,925902,11,2.5462054498039617,67.69774358787194,9.058612034534972,8.227863853265436,78,78,78,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr18:18510898-52059136,1768807,0.9946928185324524,1.1808933441487994,34.69099087199464,1497856,54,2065.846097268708,157.78847880466196,6.609921781533071,12.56138841070771,548,1010,1010,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr1:3995268-13052998,694802,0.9876050069886118,1.195399411592657,1.341746865125136,581231,9,1.9813853923043423,67.8498178599195,9.501974258083274,8.237100088011527,71,71,71,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr2:21178113-87668206,4364862,0.985680593178861,1.1868310608810562,1.6722828790137425,3677746,15,3.192159738196838,57.56325656822873,7.955224205260505,7.587045312124393,69,68,68,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr3:60000-66170270,4446144,0.986875054747227,1.1900944309078338,1.6404834139821585,3735960,14,3.0776630864938777,63.297870480675954,8.285897600616709,7.955995882394356,77,76,76,9.0,12.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr4:75452279-191044276,5991936,0.9792181754109628,1.1735816735978322,2.257690893657889,5105684,14,6.993378103499516,38.42731492544978,5.994688860493521,6.198976925707159,93,94,94,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr6:95830543-157559467,3659375,0.982002695729443,1.179270364579238,1.971264805482791,3103085,11,4.9287338636567775,44.99315628091496,6.801707010926223,6.707693812400426,75,74,74,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr7:100606043-130154523,1759732,0.9842101907045906,1.180950514664136,1.9389340337667529,1490099,11,5.0087004904400185,51.49032241128938,7.218037861913872,7.175675745969113,80,79,79,8.0,10.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr8:86726451-142766515,3198736,0.9809065945525576,1.1778497368306708,2.118392224182728,2715743,12,6.330403402458423,42.253293160901634,6.501561451138786,6.500253315133314,88,88,88,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr9:92678796-133073060,2823258,0.9867084494518884,1.190884303697942,1.5849819564977223,2370725,11,2.8277359844458845,62.58716255164131,8.479644412574212,7.911204873572755,69,68,68,9.0,12.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr10:18024675-38818835,1489061,0.9899115348007762,1.1732160007815866,1.5979193118930843,1269214,11,2.7733347343678263,78.87480789766467,9.20992913724557,8.881149018998874,80,80,80,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr10:51448845-125869472,5287450,0.989455570339836,1.1727955006813924,1.4086186594997907,4508417,13,1.944273591415381,75.38756804535727,9.344457045566104,8.682601456093517,77,76,76,11.0,14.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr11:96437584-134946516,2463576,0.990887388525766,1.1721663449474218,1.5506358235238722,2101730,10,2.2456441793281745,87.1377440652419,9.1571281753603,9.334759989696677,77,76,76,11.0,13.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr12:37856694-109373470,5512440,0.9904848562172164,1.178035662653074,1.4307542784960685,4679350,12,1.986349901775883,84.57810849320833,9.711247074914253,9.196635716021827,120,131,131,11.0,14.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr12:7239876-34856694,2057504,0.9900978141607862,1.1756131174742337,1.7499974159635798,1750155,16,3.5612653035527604,80.86916942379489,9.120281917887272,8.992728697330687,85,84,84,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr13:19020000-86760324,4705212,0.989822821434003,1.1761224652015916,1.5622269426510431,4000615,15,2.328969253540983,78.71747311681331,8.924540101959323,8.872286803119774,76,76,76,10.0,13.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr14:19000000-107289540,6796882,0.9901017151410392,1.1772004001546303,1.3140300716361029,5773769,14,1.5057729768811363,81.14963255781718,9.90079686250004,9.008309084274206,87,86,86,12.0,15.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr15:29209443-82829645,4461568,0.9898072663179414,1.1798124122889018,1.1360523795568689,3781592,11,1.071514913923429,79.2678986575964,10.581992187417365,8.903252139392459,75,74,74,13.0,16.0,3.0,8.0,8.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr16:46385801-88389383,2860961,0.9998477458154778,1.225837895831923,15.401892097556654,2333883,48,288.71887155378965,7541.083139441184,16.825351570751405,86.83941005926505,2296,2652,2652,11.0,14.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr17:34725848-62410760,2582986,0.9899895213333756,1.1786356864346648,1.05601980850366,2191506,10,0.9374525476032732,80.43140386823966,11.354607288321365,8.968355694788185,74,73,73,13.0,17.0,4.0,9.0,9.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr17:62460760-77546461,1148970,0.9896324045629288,1.1683339671719073,1.4192789616045551,983427,11,2.321687571252072,75.85728189797192,9.8405758637906,8.709608596140926,73,73,73,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr18:18510898-52059136,1987899,0.9969477984595292,1.176453982806802,36.1637501137204,1689739,72,2148.021139101466,277.425827083675,8.475634994516904,16.656104799252287,704,1363,1363,10.0,12.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr1:3995268-13052998,646790,0.9862858938951736,1.1607694074744082,1.111135933322565,557209,8,1.1613840678755645,56.31135831972839,9.317195163753636,7.504089439747396,58,57,57,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr2:21178113-87668206,5234914,0.9901244579655688,1.1786744456705462,1.2839105500925263,4441358,14,1.3824832536095717,81.63117311925505,10.043688664593128,9.034997128901315,69,68,68,12.0,15.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr3:60000-66170270,4988310,0.989444328435674,1.1721578583271612,1.3491224800355817,4255665,14,1.6011507174297583,75.18400576765133,9.482533282107497,8.670871107775234,71,70,70,11.0,14.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr4:75452279-191044276,7642648,0.988166352606929,1.1711145684137554,1.7641448215191502,6525962,11,3.3553604363956526,66.91568987262809,8.030280439879975,8.18020108998722,89,90,90,9.0,11.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr6:95830543-157559467,4847581,0.9894851423848128,1.177123893042446,1.5876408303613343,4118158,12,2.67253294723273,76.3806091214772,9.19568093307736,8.739600055006933,82,82,82,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr7:100606043-130154523,2153677,0.9891818933104196,1.1732784704342871,1.560029439048734,1835607,10,2.4089377984631093,73.59086380348138,8.889694798505344,8.578511747586605,74,73,73,10.0,13.0,3.0,6.0,6.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr8:86726451-142766515,3800428,0.9883158978157944,1.169362101734738,1.8203646375000104,3250002,11,4.391965911220152,67.49647901215984,8.22424170815895,8.215624079286968,124,124,124,8.0,11.0,3.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr9:92678796-133073060,2984706,0.9888119106661046,1.1701200696731064,1.410978533653236,2550770,10,2.3804219261193427,70.58178098989369,9.412268060232792,8.40129638745674,89,88,88,11.0,14.0,3.0,7.0,7.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr10:18024675-38818835,844294,0.950696440337192,1.0353350607434404,1.636201930614724,815480,5,3.347673852163048,11.244466127401,3.917437582773336,3.353276923756969,32,31,31,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr10:51448845-125869472,3087412,0.954647318028472,1.0364035586832616,1.5539448239688445,2978968,7,2.9250261907505792,12.262948965921444,4.110517467794216,3.501849363682202,39,38,38,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr11:96437584-134946516,1506348,0.9573211698992083,1.0356729597109036,1.7288957556996385,1454464,6,3.624920877315133,13.005670534377048,3.999467845199331,3.606337551363856,42,41,41,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr12:37856694-109373470,3067527,0.9569381169836056,1.037108725227942,1.6904726216756565,2957769,8,4.790285775090279,12.941450770257118,4.16417610705907,3.59742279559369,78,81,81,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr12:7239876-34856694,1153459,0.9508271387100832,1.0359808442264131,1.7535650337445436,1113399,6,4.268634535365663,11.296898976015108,3.918189256501937,3.3610859816456804,47,50,50,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr13:19020000-86760324,2820794,0.9504702962328206,1.035279134720902,1.7466046642933386,2724671,9,3.9755563036845887,11.190972304300065,3.878333934629172,3.345291064212509,42,41,41,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr14:19000000-107289540,3851240,0.957759192525732,1.0379106175062052,1.5386433560220043,3710571,12,3.464009407704071,13.225753826554914,4.329611534181667,3.636722951580848,65,65,65,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr15:29209443-82829645,2463578,0.9607032267912752,1.0395690450741348,1.3059674875597944,2369808,7,2.099214316685594,14.280744441823831,4.673192089823311,3.778987224353085,57,62,62,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr16:46385801-88389383,1838941,0.9998579421095524,1.10063239015468,13.228844122927818,1670805,36,211.8494998408652,6090.820372948637,12.510146905234302,78.04370809327705,1875,2125,2125,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr17:34725848-62410760,1343666,0.9643108292406952,1.0421007893704115,1.1811026183317204,1289383,6,1.5751683562208552,15.83583191797364,5.103669739712715,3.9794260789683777,41,40,40,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr17:62460760-77546461,629043,0.9581361190565324,1.0377387749580562,1.40422184329716,606168,5,2.328528051203974,13.33704610234301,4.409638911984796,3.651992073148983,31,30,30,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr18:18510898-52059136,1301343,0.996211658261237,1.0402496900457316,43.77908110396003,1250992,61,2527.5820337160853,157.01487589786964,4.075871788148925,12.53055768503021,567,956,956,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr1:3995268-13052998,367067,0.9576427014107328,1.0376598962529506,1.218608895955082,353746,5,1.5320857188325898,13.176175715000705,4.513136544300147,3.629900234855044,27,26,26,4.0,6.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr2:21178113-87668206,2953322,0.957426390211352,1.0380004519888388,1.464535713531389,2845204,5,2.455292475454614,13.12159552150594,4.341124573141328,3.6223742934028698,35,34,34,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr3:60000-66170270,2840464,0.9555984383462436,1.0373751974890857,1.4891552073148586,2738127,7,2.608767013176072,12.558899694307645,4.218009975432111,3.5438537913276904,40,39,39,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr4:75452279-191044276,4679208,0.943141111630606,1.0337460327699937,2.409639188059164,4526459,7,20.0262475728981,9.70700666340481,3.6142702275664047,3.115606949440961,103,109,109,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr6:95830543-157559467,2658482,0.9492456393774552,1.0359823642146628,1.6801469128766564,2566147,6,3.723048358771741,10.94370981326912,3.938540933157765,3.308127841131464,34,33,33,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr7:100606043-130154523,1258321,0.951510402408638,1.0353364478753042,1.706638131996925,1215375,7,3.9201247272679134,11.433145894415532,3.975236449655456,3.381293523847868,35,34,34,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr8:86726451-142766515,2268120,0.9497607841176976,1.034574300672985,2.2002380478763377,2192323,6,9.665259088974564,11.011787125556998,3.7704964095162974,3.318401290615256,58,57,57,3.0,5.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr9:92678796-133073060,1754029,0.9573060982872,1.038148669427915,1.46064380092355,1689575,6,2.5654136951600144,13.092493922039596,4.352038234467248,3.618355140397304,35,34,34,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr10:18024675-38818835,712212,0.9699884081160908,1.045903247502768,1.6302739494829874,680955,6,3.0746844409020366,19.03519722227069,4.607217804407046,4.3629344737539535,38,37,37,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr10:51448845-125869472,2574280,0.969330492013594,1.046073425229327,1.4106887623764224,2460899,6,2.018964357795915,18.63595708335688,4.741948369274805,4.31693839235133,38,37,37,5.0,7.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr11:96437584-134946516,1219462,0.9736671829594148,1.0460633936743575,1.589622275181949,1165764,6,2.6281103842944,21.7024182709814,4.706981859106989,4.658585436694426,39,38,38,6.0,7.0,1.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr12:37856694-109373470,2616726,0.97264907877967,1.0474101802758855,1.4535728367198026,2498283,8,2.1007990737131945,20.973240113559108,4.911275063713759,4.579655021238948,39,38,38,5.0,7.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr12:7239876-34856694,976197,0.9711980148143664,1.0458260036725082,1.7267997805545598,933423,6,3.5093277440568267,19.830618984290137,4.616982868431569,4.453158315655321,44,43,43,4.0,6.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr13:19020000-86760324,2249894,0.9696220639508932,1.0456476930763243,1.617763875980751,2151676,14,2.7728693302272545,18.795689652617064,4.474232179937872,4.335399595494867,40,39,39,5.0,6.0,1.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr14:19000000-107289540,3275350,0.9714948486935904,1.047990600768807,1.3806920327109695,3125363,6,1.9349691603989527,20.15792988257245,4.993240785150397,4.489758332312826,52,52,52,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr15:29209443-82829645,2181130,0.9719517848298408,1.0498583184881016,1.1836967227026611,2077548,6,1.2631322783204617,20.59153347847636,5.3989982421585445,4.537789492525667,40,39,39,6.0,8.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr16:46385801-88389383,1467427,0.9997843090142216,1.0976053435656932,11.961844488619198,1336936,27,172.68993789526897,3570.89924453954,11.62967561648426,59.75700163612243,1323,1381,1381,5.0,7.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr17:34725848-62410760,1280433,0.973034995334154,1.052309201961893,1.0896988326389916,1216785,6,1.1112374823407252,21.56735941442276,5.881087455877579,4.644067119930843,37,36,36,7.0,9.0,2.0,5.0,5.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr17:62460760-77546461,566750,0.9709747053796924,1.0467766482461065,1.3931970578625208,541425,5,2.240130507066173,19.73331956762476,5.089463914669622,4.4422201169713285,40,39,39,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr18:18510898-52059136,983182,0.99734891759735,1.051693522852717,37.30886921705998,934857,88,1917.4621863177367,236.909328822321,4.717316124284249,15.391859173677526,583,1059,1059,5.0,6.0,1.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr1:3995268-13052998,325756,0.9642532761912598,1.0462325082460553,1.1676287496613076,311362,5,1.4105585281790494,15.993811871905702,4.927011003269506,3.9992264091828686,32,31,31,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr2:21178113-87668206,2541222,0.9716474435559904,1.0485475110209592,1.341480144590023,2423565,7,1.744467307361254,20.300584771477805,5.075364184579328,4.505617024501506,38,37,37,5.0,7.0,2.0,4.0,4.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr3:60000-66170270,2418560,0.9696215464966432,1.0464651901568511,1.3900935387115758,2311172,7,1.9238358629821384,18.83345514424564,4.818976692344837,4.339752889767532,41,40,40,5.0,7.0,2.0,3.0,3.0,1,0
H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr4:75452279-191044276,3665243,0.9653719166194152,1.0433456467474398,1.8144989347426248,3512972,8,3.992573495307392,16.379861167225318,4.085387814078792,4.047204117316708,62,64,64,4.0,5.0,1.0,3.0,3.0,1,0
